"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Multicellular complex forming ability"
22135,"Ar 6193",,0,"Archangium sp.",1
22142,"Ar 8070",,0,"Archangium sp.",1
22143,"Ar 8076",,0,"Archangium sp.",1
22156,"Ar 8086",,0,"Archangium sp.",1
22157,"Ar 8080",,0,"Archangium sp.",1
22161,"Ar 9582",,0,"Archangium sp.",1
22215,"Ar 192",,0,"Archangium sp.",1
22238,"Ar 173",,0,"Archangium sp.",1
22271,"Ar 5097",,0,"Archangium sp.",1
22272,"Ar 5086",,0,"Archangium sp.",1
22273,"Ar 150",,0,"Archangium sp.",1
22301,"Ar 1928",,0,"Archangium sp.",1
22309,"Ar 5114",,0,"Archangium sp.",1
22312,"Ar 9433",,0,"Archangium sp.",1
22314,"Ar 9435",,0,"Archangium sp.",1
22357,"Ar g23",,0,"Archangium sp.",1
22367,"Ar LI6",,0,"Archangium sp.",1
22368,"Ar LI4",,0,"Archangium sp.",1
22369,"Ar 9414",,0,"Archangium sp.",1
22372,"Ar LI1",,0,"Archangium sp.",1
22373,"Ar LI2",,0,"Archangium sp.",1
22374,"Ar LI3",,0,"Archangium sp.",1
22405,"Ar 1966",,0,"Archangium sp.",1
22408,"Ar 1960",,0,"Archangium sp.",1
22435,"Ar D8",,0,"Archangium sp.",1
22436,"Ar D7",,0,"Archangium sp.",1
22437,"Ar D2",,0,"Archangium sp.",1
22438,"Ar D1",,0,"Archangium sp.",1
22461,"Ar 1946",,0,"Archangium sp.",1
22521,"Ar 1997",,0,"Archangium sp.",1
22524,"Ar 1993",,0,"Archangium sp.",1
22529,"Ar 1986",,0,"Archangium sp.",1
22551,"Ar 9397",,0,"Archangium sp.",1
22561,"Ar 3034",,0,"Archangium sp.",1
22562,"Ar 7498",,0,"Archangium sp.",1
22576,"Ar 3006",,0,"Archangium sp.",1
22599,"Ar 3079",,0,"Archangium sp.",1
22603,"Ar 3077",,0,"Archangium sp.",1
22662,"Ar 9340",,0,"Archangium sp.",1
22663,"Ar 9344",,0,"Archangium sp.",1
22664,"Ar 9345",,0,"Archangium sp.",1
22670,"Ar 3084",,0,"Archangium sp.",1
22677,"Ar 9352",,0,"Archangium sp.",1
22678,"Ar 9356",,0,"Archangium sp.",1
22750,"Ar S10",,0,"Archangium sp.",1
22841,"Ar 1847",,0,"Archangium sp.",1
22884,"Ar 1887",,0,"Archangium sp.",1
3392,"Cb vi6","DSM 14758",0,"Archangium violaceum",1
3393,"Cb vi59","DSM 14759",0,"Archangium violaceum",1
3394,"Cb vi7","DSM 52798",0,"Archangium violaceum",1
3395,"Cb vi9","DSM 52799",0,"Archangium violaceum",1
3396,"Cb vi10","DSM 52800",0,"Archangium violaceum",1
3398,"Cb vi12","DSM 52802",0,"Archangium violaceum",1
3399,"Cb vi14","DSM 52803",0,"Archangium violaceum",1
3403,"Cb vi33","DSM 52807",0,"Archangium violaceum",1
3404,"Cb vi34","DSM 52808",0,"Archangium violaceum",1
3405,"Cb vi36","DSM 52809",0,"Archangium violaceum",1
3407,"Cb vi44","DSM 52811",0,"Archangium violaceum",1
3412,"Cb vi48","DSM 52814",0,"Archangium violaceum",1
3413,"Cb vi49","DSM 52815",0,"Archangium violaceum",1
3414,"Cb vi50","DSM 52816",0,"Archangium violaceum",1
3415,"Cb vi51","DSM 52817",0,"Archangium violaceum",1
3416,"CB vi52","DSM 52818",0,"Archangium violaceum",1
3417,"Cb vi53","DSM 52819",0,"Archangium violaceum",1
3420,"Cb vi56","DSM 52822",0,"Archangium violaceum",1
3421,"Cb vi57","DSM 52823",0,"Archangium violaceum",1
3431,"Cb vi71","DSM 52833",0,"Archangium violaceum",1
3432,"Cb vi72","DSM 52834",0,"Archangium violaceum",1
3433,"Cb vi73","DSM 52835",0,"Archangium violaceum",1
3439,"Cb vi79","DSM 52841",0,"Archangium violaceum",1
3440,"Cb vi80","DSM 52842",0,"Archangium violaceum",1
3441,"Cb vi81","DSM 52843",0,"Archangium violaceum",1
3442,"Cb vi82","DSM 52844",0,"Archangium violaceum",1
3443,"Cb vi84","DSM 52845",0,"Archangium violaceum",1
3444,"Cb vi85","DSM 52846",0,"Archangium violaceum",1
3446,"Cb vi87","DSM 52848",0,"Archangium violaceum",1
3448,"Cb vi89","DSM 52850",0,"Archangium violaceum",1
3449,"Cb vi90","DSM 52851",0,"Archangium violaceum",1
3450,"Cb vi91","DSM 52852",0,"Archangium violaceum",1
3454,"Cb vi95","DSM 52856",0,"Archangium violaceum",1
3455,"Cb vi96","DSM 52857",0,"Archangium violaceum",1
3456,"Cb vi97","DSM 52858",0,"Archangium violaceum",1
3457,"Cb vi98","DSM 52859",0,"Archangium violaceum",1
3458,"Cb vi101","DSM 52860",0,"Archangium violaceum",1
3459,"Cb vi102","DSM 52861",0,"Archangium violaceum",1
3460,"Cb vi103","DSM 52862",0,"Archangium violaceum",1
3461,"Cb vi104","DSM 52863",0,"Archangium violaceum",1
3462,"Cb vi107","DSM 52864",0,"Archangium violaceum",1
6239,,"DSM 15745, CCUG 47306, JCM 13385, IAM 15342, NBRC 105202",1,"Arsenicicoccus bolidensis",0
7575,"28(3), W.O. 219","DSM 20550, ATCC 966, CCM 2390, NCDO 983, NCTC 7509, CCUG 33025, JCM 2584, CGMCC 1.15723, CIP 81.67, IAM 12848, IFO 15260, IFO 15319, IMSNU 11061, KCTC 3200, LMG 14213, LMG 17244, MTCC 2523, MTCC 3475, NBRC 15260, NBRC 15319, NCIMB 700983, VKM B-1973, VTT E-052921",1,"Arthrobacter agilis",0
7603,R-5102,"DSM 16402, LMG 22283, JCM 21794, IAM 15349",1,"Arthrobacter castelli",0
7520,C7,"DSM 20133, ATCC 11624, NCIB 8915, CCUG 23840, CCM 1647, JCM 1331, BCRC 10374, CDA 837, CGMCC 1.1893, CIP 102363, HAMBI 89, IAM 12341, IFO 12671, IFO 12957, IMET 10680, IMSNU 20062, KCTC 1001, LMG 16338, NBIMCC 2008, NBRC 12671, NBRC 12957, NCCB 72019, NCIMB 8915, NRIC 1858, NRRL B-1258, VKM Ac-1106, VKM Ac-1125",1,"Arthrobacter citreus",0
7629,Cr6-08,"DSM 23324, CGMCC 1.10698, CIP 110638, LMG 26052, JCM 18953",1,"Arthrobacter cryoconiti",0
7521,,"DSM 20117, ATCC 15481, CCM 2386, NCIB 9499, JCM 2522, BCRC 11571, CCUG 23841, CCUG 23886, CGMCC 1.1926, CIP 102717, IAM 14588, IFO 14235, IMET 10362, KCCM 41107, KCTC 3379, LMG 3819, NBRC 14235, NCIMB 9499, VKM Ac-1107",1,"Arthrobacter crystallopoietes",0
7591,"R 5812","DSM 15046, CIP 108364, LMG 21285, CCUG 56033, JCM 13316",1,"Arthrobacter gandavensis",0
7522,168,"DSM 20124, ATCC 8010, NCIB 8907, JCM 1332, BCRC 10598, CCUG 12157, CCUG 28997, CCUG 51088, CCUG 581, CECT 388, CGMCC 1.1894, CIP 81.84, HAMBI 1863, HAMBI 88, IAM 12438, ICPB 3434, IFO 12137, IFO 12608, IMET 11240, IMSNU 20063, KCCM 40800, KCTC 9101, LMG 3813, MTCC 4446, NBIMCC 2369, NBRC 12137, NBRC 12608, NCIMB 8907, NRIC 0151, NRRL B-2979, PCM 2134, VKM Ac-1112",1,"Arthrobacter globiformis",0
7627,LI2,"DSM 22825, JCM 17807, NCCB 100314",1,"Arthrobacter livingstonensis",0
7585,CF25,"DSM 13067, ATCC BAA 272, CCUG 43811, CIP 110642, JCM 11676, CCM 4907, CCUG 44605, CIP 106789, KCTC 9907, NBRC 107841",1,"Arthrobacter luteolus",0
7604,R-5303,"DSM 16404, LMG 22281, JCM 14917, CIP 108898, VTT E-052087",1,"Arthrobacter parietis",0
7531,B89,"DSM 20545, ATCC 13346, CCM 1653, NCIB 8910, CCUG 23843, JCM 11606, BCRC 12112, CDA 858, CIP 102362, HAMBI 1862, IAM 12343, IFO 12139, KCTC 3445, LMG 16255, NBRC 12139, NCIMB 8910, NRRL B-1814, VKM Ac-1116, VKM Ac-1128",1,"Arthrobacter pascens",0
7605,R-5117,"DSM 16403, LMG 22284, JCM 21771, CIP 108899, IAM 15322",1,"Arthrobacter pigmenti",0
7623,GP3,"DSM 23143, CGMCC 1.6355, JCM 13874",1,"Arthrobacter psychrochitiniphilus",0
7590,,"DSM 14508, JCM 11881, MTCC 3712, CMS 90or, CIP 107726, NCIMB 14039, VTT E-072994",1,"Arthrobacter roseus",0
7589,"A 1-3","DSM 14555, GTC 863, JCM 11414, CIP 108438, NCIMB 14260",1,"Arthrobacter russicus",0
7608,R-5369,"DSM 16407, LMG 22282, JCM 21772, IAM 15323",1,"Arthrobacter tecti",0
7580,,"CCUG 36790, JCM 11679, DSM 10495, CIP 104908, CUL 1808, DMMZ 1551, ATCC 700220, CCM 4575, IFM 10486, KCTC 9905, NBRC 107840",1,"Arthrobacter woluwensis",0
7848,,"DSM 44099, ATCC 49966, IFO 14496, IMSNU 22009, JCM 7544, NBRC 14496, NRRL B-16430, CGMCC 4.1402, CIP 107013, HUT 6559, KCTC 9353, VKM Ac-1422",1,"Asanoa ferruginea",0
7850,"TT 97-02","DSM 44745, NBRC 100142, JCM 13312, BCRC 16825, CGMCC 4.5571, CIP 108714",1,"Asanoa iriomotensis",0
141147,R14M6,"GDMCC 1.1202, KCTC 52919",1,"Aurantimonas aggregata",1
12672,,"DSM 23257, CECT 7672, LMG 25551, MON 2.2, JCM 18954",1,"Auraticoccus monumenti",0
166448,M2BS4Y-1,"KCTC 62837, CGMCC 1.13747",1,"Aureimonas flava",0
3942,W16,"DSM 44178, ATCC 51576, CCUG 47447, CIP 104541, JCM 9706, NBRC 105200",1,"Austwickia chelonae",0
1847,"WS 1087, 6721","CCUG 47676, CIP 67.21, DSM 8802, ATCC 25096, JCM 12400, BCRC 14861",1,"Bacillus halotolerans",0
1678,2163-026,"DSM 12333, ATCC BAA 8, IFO 16432, NBRC 16432, CCUG 43141, HKI 0122, JCM 11478, CIP 106362, NCIMB 13614",1,"Beutenbergia cavernae",0
158387,,"DSM 103154, MRM 8.19, JCM 31794",1,"Bifidobacterium catulorum",1
1770,2017-12,"DSM 11294, CCUG 39178, HKI 88, JCM 11479, ATCC 700413, CIP 105404, NBRC 106158",1,"Bogoriella caseilytica",0
3909,,"DSM 10672, CNRZ 925, CCUG 50349, CCM 4520, ATCC 700067, LMG 19551, CIP 104811, JCM 11607, IAM 14578, IFO 16118, NBRC 16118, NCIMB 13431",1,"Brachybacterium alimentarium",0
3906,5-2,"DSM 10241, AJ 1015, CCM 2589, IFO 15472, NBRC 15472, JCM 11608, CCUG 50160, CCUG 50354, CIP 104400, IAM 14580, KCTC 9915, LMG 19849, NCIMB 13395, VKM Ac-1975",1,"Brachybacterium conglomeratum",0
159799,M1HQ-2,"KCTC 49087, CGMCC 1.16391, JCM 33403",1,"Brachybacterium endophyticum",0
3902,6-10,"DSM 4810, ATCC 43885, IMET 11352, NCIB 9860, JCM 11609, CCM 4372, CCUG 32293, CCUG 50351, CIP 103333, IAM 14581, IFO 14762, IMSNU 21277, KCCM 40244, LMG 19847, NBRC 14762, NCIMB 9860, VKM Ac-1423",1,"Brachybacterium faecium",0
3903,35,"DSM 9573, IMV Ac-752, JCM 11648, CIP 104813, IAM 14582, IFO 15384, LMG 19549, NBRC 15384",1,"Brachybacterium nesterenkovii",0
3905,7-11,"DSM 46341, ATCC 51843, IFO 15224, IMET 11353, NBRC 15224, NCIB 9861, JCM 17781, CIP 103334, IAM 14583, JCM 11649, KCTC 9916, LMG 19861, NCIMB 9861, VKM Ac-1425, VKM Ac-1977",1,"Brachybacterium paraconglomeratum",0
3908,H-6S,"DSM 10240, ATCC 51844, IFO 15203, NBRC 15203, JCM 11650, CIP 104398, IAM 14584, KCTC 9917, LMG 19848, NCIMB 13338, VKM Ac-1976",1,"Brachybacterium rhamnosum",0
3913,R-5647,"DSM 14566, LMG 20354, CCUG 50347, JCM 12139, CIP 108249, LMG 20345",1,"Brachybacterium sacelli",0
3910,,"CCUG 50353, CCM 4521, DSM 10673, CNRZ 926, JCM 11610, ATCC 700068, CIP 104812, IAM 14579, IFO 16119, LMG 19552, NBRC 16119, NCIMB 13430",1,"Brachybacterium tyrofermentans",0
3932,29717,"DSM 22951, NBRC 106121, Mer 29717",1,"Branchiibius hedensis",0
1868,,"DSM 18261, CCTCC AB 206112, KCTC 19173, YIM 90718, JCM 15617",1,"Brevibacterium album",0
1834,CMD1,"DSM 20657, ATCC 35513, NCDO 2048, CCUG 29001, JCM 2594, BCRC 12214, CCM 4100, CECT 4161, CGMCC 1.1930, CIP 102111, IFO 14812, IMET 10997, KCTC 3082, KCTC 3085, NBRC 14812, NCIMB 702048, VKM Ac-2114",1,"Brevibacterium casei",0
1838,,"DSM 20660, ATCC 35514, NCDO 2286, CCUG 30540, NCTC 11083, JCM 2593, BCRC 12215, CCM 4098, CECT 4162, CGMCC 1.1929, CIP 102110, IFO 14811, IMET 10998, KCTC 3090, LMG 21455, NBRC 14811, NCIMB 702286, VKM Ac-2108, VTT E-032416",1,"Brevibacterium epidermidis",0
1840,,"DSM 20626, ATCC 49514, NCDO 613, JCM 2591, BCRC 12216, CCM 4116, CCUG 23893, CCUG 757, CGMCC 1.1928, IFO 15230, IMET 10995, KCTC 3083, LMG 21453, NBRC 15230, NCIMB 700613, NRRL B-1717, VKM Ac-2106",1,"Brevibacterium iodinum",0
1867,HFW-26,"DSM 18964, JBRI 2001, KCTC 19221, JCM 15618",1,"Brevibacterium marinum",0
1870,TP12,"DSM 21720, JCM 17808, NCCB 100255",1,"Brevibacterium pityocampae",0
,,,,,1
1843,5401308,"DSM 23039, CCUG 53855, CIP 109422, CSUR P26, JCM 18108",0,"Brevibacterium ravenspurgense",0
1871,01-Je-003,"DSM 22082, CCM 7649, CCUG 57423, JCM 30489",1,"Brevibacterium sandarakinum",0
3934,"PC IW-02, PC IW02","DSM 22967, JCM 16038, MTCC 8338, NBRC 109629",1,"Calidifontibacter indicus",0
166387,"V22, AV28","DSM 29767, LMG 29080",1,"Calycomorphotria hydatis",1
7856,2-70(23),"DSM 44899, JCM 12949, NBRC 107357, CGMCC 4.5498, CIP 109161",1,"Catellatospora bangladeshensis",0
7857,2-25(1),"DSM 44900, JCM 12950, NBRC 107358, CGMCC 4.5499, CIP 109162",1,"Catellatospora chokoriensis",0
131345,NEAU-CL2,"DSM 100519, CGMCC 4.7236, JCM 32489",1,"Catellatospora paridis",0
17637,Aac-30,"DSM 44948, JCM 16000, NBRC 101179",1,"Catenulispora rubra",0
,,,,,1
7862,RA332,"DSM 44707, ATCC 700015, IFO 15579, NBRC 15579, JCM 9535, CGMCC 4.5558, IMSNU 22012, VKM Ac-1972",1,"Catenuloplanes atrovinosus",0
7863,RA344,"DSM 44708, ATCC 700016, IFO 15584, NBRC 15584, JCM 9537, CGMCC 4.5505, IMSNU 22097, VKM Ac-1973",1,"Catenuloplanes castaneus",0
7861,,"DSM 44128, NCB 1173, IPV 2867, JCM 9312, ATCC 51431, CGMCC 4.2095, IFO 15622, NBRC 15622, VKM Ac-1992",1,"Catenuloplanes crispus",0
,,,,,1
7864,RA328,"DSM 44709, ATCC 700014, IFO 15575, NBRC 15575, JCM 9534, CGMCC 4.5556, IMSNU 22099, VKM Ac-1999",1,"Catenuloplanes indicus",0
7865,RA343,"DSM 44710, ATCC 700017, IFO 15583, NBRC 15583, JCM 9536, CGMCC 4.5562, IMSNU 22110, VKM Ac-1996",1,"Catenuloplanes nepalensis",0
7866,"FD 26428, N406-14","DSM 44711, ATCC 31638, IFO 14177, NBRC 14177, JCM 9533, CGMCC 4.5501, IMSNU 22111, VKM Ac-1964",1,"Catenuloplanes niger",0
,,,,,1
2350,127,"DSM 20112, ATCC 486, NCDO 1654, NCIB 8077, CCUG 58054, JCM 1340, LMG 16695, CIP 82.11, NCIMB 8077, BCRC 14864, CFBP 4269, CGMCC 1.1899, IAM 12106, IFM 10509, IFO 12680, IMET 10473, KCCM 40760, KCTC 1370, NBRC 12680, NCAIM B.01385, VKM Ac-1410",1,"Cellulomonas biazotea",0
2369,69B4,"DSM 16987, CIP 108683, JCM 30720",1,"Cellulomonas bogoriensis",0
2351,124,"DSM 20118, ATCC 487, CCM 1925, NCIB 8078, JCM 9967, BCRC 14865, CFBP 4260, CIP 102222, IFO 3753, IFO 3774, KCCM 12154, KCTC 3410, LMG 16323, NBRC 3753, NBRC 3774, NCCB 29015, NCIMB 8078, VKM Ac-1136",1,"Cellulomonas cellasea",0
2372,XBU-b,"DSM 17922, KCTC 19133, JCM 16927, NBRC 110799",1,"Cellulomonas chitinilytica",0
2352,133,"DSM 20113, ATCC 484, NCIB 8980, NCTC 7547, CCUG 24087, JCM 1341, BCRC 14867, CECT 4283, CFBP 4254, CGMCC 1.1900, CIP 102114, HAMBI 93, IAM 12107, IFO 15513, IMET 10687, KCTC 1436, LMG 16345, NBRC 15513, NCAIM B.01386, NCCB 29016, NCIMB 11341, NCIMB 8980, VKM Ac-1411, VTT E-93020",1,"Cellulomonas fimi",0
2354,134,"DSM 20109, ATCC 482, CCM 1926, NCIB 8073, CCUG 28996, JCM 18109, BCRC 11376, BUCSAV 180, CCUG 12162, CFBP 4223, CGMCC 1.1914, CIP 82.10, IAM 12109, IFO 3754, IFO 3775, IMET 10357, IMSNU 21278, JCM 1489, JCM 20412, KCCM 21192, KCTC 1038, KCTC 9104, LMG 16263, NBRC 3754, NBRC 3775, NCAIM B.01383, NCIMB 8073, PCM 2333, VKM Ac-1137",1,"Cellulomonas flavigena",0
2356,126,"DSM 20111, ATCC 488, NCIB 8076, JCM 1490, BCRC 11370, CFBP 4257, CGMCC 1.1915, CIP 102221, IAM 12110, IFO 3748, IMET 11078, IMSNU 20370, KCCM 40762, KCTC 1439, KCTC 3231, LMG 16697, NBRC 3748, NCIMB 8076",1,"Cellulomonas gelida",0
2360,,"DSM 9581, CCUG 34783, ATCC 51964, LMG 17240, CIP 104574, NBRC 16055, JCM 12133, DMMZ CE40, CCM 4572, IFM 10516, IFO 16055, KCTC 9982",1,"Cellulomonas hominis",0
2374,KB23,"DSM 22512, JCM 19545, NBRC 110785, NCAIM B002303, NCAIM B.002303",1,"Cellulomonas phragmiteti",0
164249,NEAU-TCZ24,"JCM 32383, CCTCC AA 2018042",1,"Cellulomonas rhizosphaerae",1
2357,136,"DSM 20107, ATCC 491, NCIB 8200, JCM 1492, BCRC 14868, CCUG 24088, CECT 4284, CFBP 4256, CGMCC 1.1916, CIP 102089, IAM 12111, IFO 3747, KCCM 12156, KCTC 1441, LMG 16327, NBRC 3747, NCAIM B.01382, NCIMB 8200, NRRL B-404, VKM Ac-1140",1,"Cellulomonas uda",0
12581,"C8821, W6122","DSM 16025, ATCC BAA 886, CCUG 50705, JCM 14302, CIP 108915, NBRC 104118, VTT E-072700",1,"Cellulosimicrobium funkei",0
133098,isl-2,"DSM 29225, JCM 30533, VKM B-2978",1,"Chloroflexus islandicus",1
12015,"Cm c2","DSM 14606",0,"Chondromyces crocatus",1
12019,"Cm a13","DSM 14608, CIP 109124, JCM 12619",1,"Chondromyces robustus",1
7631,4-O,"DSM 14442, CCM 4981, NBRC 106156, CCUG 51768, JCM 12134, CIP 107799",1,"Citricoccus muralis",0
7634,FS24,"DSM 23847, CGMCC 1.7064, JCM 15136",1,"Citricoccus zhacaiensis",0
7299,78181,"DSM 20741, ATCC 33566, CIP 105364, CCUG 38896, JCM 9668, CFBP 3496, ICMP 7221, KCCM 41105, LMG 7294, NCPPB 3664, VKM Ac-1406",1,"Clavibacter tessellarius",0
8657,"Cc c1613","DSM 14687",0,"Corallococcus coralloides",1
8658,"Cc c1616","DSM 14688",0,"Corallococcus coralloides",1
8659,"Cc c456","DSM 51123",0,"Corallococcus coralloides",1
8660,"Cc c457","DSM 51124",0,"Corallococcus coralloides",1
8661,"Cc c458","DSM 51125",0,"Corallococcus coralloides",1
8662,"Cc c459","DSM 51126",0,"Corallococcus coralloides",1
8663,"Cc c460","DSM 51127",0,"Corallococcus coralloides",1
8664,"Cc c462","DSM 51128",0,"Corallococcus coralloides",1
8665,"Cc c463","DSM 51129",0,"Corallococcus coralloides",1
8666,"Cc c464","DSM 51130",0,"Corallococcus coralloides",1
8667,"Cc c465","DSM 51131",0,"Corallococcus coralloides",1
8668,"Cc c466","DSM 51132",0,"Corallococcus coralloides",1
8669,"Cc c467","DSM 51133",0,"Corallococcus coralloides",1
8670,"Cc c468","DSM 51134",0,"Corallococcus coralloides",1
8671,"Cc c469","DSM 51135",0,"Corallococcus coralloides",1
8672,"Cc c470","DSM 51136",0,"Corallococcus coralloides",1
8673,"Cc c471","DSM 51137",0,"Corallococcus coralloides",1
8674,"Cc c472","DSM 51138",0,"Corallococcus coralloides",1
8676,"Cc c390","DSM 51062",0,"Corallococcus coralloides",1
8677,"Cc c391","DSM 51063",0,"Corallococcus coralloides",1
8680,"Cc c394","DSM 51066",0,"Corallococcus coralloides",1
8681,"Cc c526","DSM 51191",0,"Corallococcus coralloides",1
8682,"Cc c527","DSM 51192",0,"Corallococcus coralloides",1
8683,"Cc c528","DSM 51193",0,"Corallococcus coralloides",1
8684,"Cc c529","DSM 51194",0,"Corallococcus coralloides",1
8685,"Cc c530","DSM 51195",0,"Corallococcus coralloides",1
8686,"Cc c531","DSM 51196",0,"Corallococcus coralloides",1
8687,"Cc c532","DSM 51197",0,"Corallococcus coralloides",1
8688,"Cc c533","DSM 51198",0,"Corallococcus coralloides",1
8689,"Cc c534","DSM 51199",0,"Corallococcus coralloides",1
8690,"Cc c535","DSM 51200",0,"Corallococcus coralloides",1
8691,"Cc c536","DSM 51201",0,"Corallococcus coralloides",1
8692,"Cc c537","DSM 51202",0,"Corallococcus coralloides",1
8693,"Cc c538","DSM 51203",0,"Corallococcus coralloides",1
8694,"Cc c395","DSM 51067",0,"Corallococcus coralloides",1
8695,"Cc c396","DSM 51068",0,"Corallococcus coralloides",1
8696,"Cc c397","DSM 51069",0,"Corallococcus coralloides",1
8697,"Cc c399","DSM 51070",0,"Corallococcus coralloides",1
8698,"Cc c400","DSM 51071",0,"Corallococcus coralloides",1
8699,"Cc c402","DSM 51072",0,"Corallococcus coralloides",1
8700,"Cc c403","DSM 51073",0,"Corallococcus coralloides",1
8701,"Cc c404","DSM 51074",0,"Corallococcus coralloides",1
8703,"Cc c406","DSM 51076",0,"Corallococcus coralloides",1
8704,"Cc c407","DSM 51077",0,"Corallococcus coralloides",1
8705,"Cc c408","DSM 51078",0,"Corallococcus coralloides",1
8706,"Cc c409","DSM 51079",0,"Corallococcus coralloides",1
8707,"Cc c410","DSM 51080",0,"Corallococcus coralloides",1
8708,"Cc c411","DSM 51081",0,"Corallococcus coralloides",1
8709,"Cc c414","DSM 51082",0,"Corallococcus coralloides",1
8710,"Cc c415","DSM 51083",0,"Corallococcus coralloides",1
8711,"Cc c416","DSM 51084",0,"Corallococcus coralloides",1
8712,"Cc c417","DSM 51085",0,"Corallococcus coralloides",1
8713,"Cc c418","DSM 51086",0,"Corallococcus coralloides",1
8714,"Cc c419","DSM 51087",0,"Corallococcus coralloides",1
8716,"Cc c422","DSM 51089",0,"Corallococcus coralloides",1
8717,"Cc c423","DSM 51090",0,"Corallococcus coralloides",1
8718,"Cc c424","DSM 51091",0,"Corallococcus coralloides",1
8719,"Cc c425","DSM 51092",0,"Corallococcus coralloides",1
8720,"Cc c426","DSM 51093",0,"Corallococcus coralloides",1
8721,"Cc c427","DSM 51094",0,"Corallococcus coralloides",1
8723,"Cc c429","DSM 51096",0,"Corallococcus coralloides",1
8724,"Cc c430","DSM 51097",0,"Corallococcus coralloides",1
8726,"Cc c432","DSM 51099",0,"Corallococcus coralloides",1
8727,"Cc c433","DSM 51100",0,"Corallococcus coralloides",1
8728,"Cc c434","DSM 51101",0,"Corallococcus coralloides",1
8729,"Cc c436","DSM 51103",0,"Corallococcus coralloides",1
8730,"Cc c437","DSM 51104",0,"Corallococcus coralloides",1
8731,"Cc c438","DSM 51105",0,"Corallococcus coralloides",1
8732,"Cc c439","DSM 51106",0,"Corallococcus coralloides",1
8733,"Cc c440","DSM 51107",0,"Corallococcus coralloides",1
8734,"Cc c441","DSM 51108",0,"Corallococcus coralloides",1
8735,"Cc c442","DSM 51109",0,"Corallococcus coralloides",1
8736,"Cc c443","DSM 51110",0,"Corallococcus coralloides",1
8737,"Cc c444","DSM 51111",0,"Corallococcus coralloides",1
8738,"Cc c445","DSM 51112",0,"Corallococcus coralloides",1
8739,"Cc c446","DSM 51113",0,"Corallococcus coralloides",1
8740,"Cc c447","DSM 51114",0,"Corallococcus coralloides",1
8741,"Cc c448","DSM 51115",0,"Corallococcus coralloides",1
8742,"Cc c449","DSM 51116",0,"Corallococcus coralloides",1
8743,"Cc c450","DSM 51117",0,"Corallococcus coralloides",1
8744,"Cc c451","DSM 51118",0,"Corallococcus coralloides",1
8745,"Cc c452","DSM 51119",0,"Corallococcus coralloides",1
8746,"Cc c453","DSM 51120",0,"Corallococcus coralloides",1
8747,"Cc c454","DSM 51121",0,"Corallococcus coralloides",1
8748,"Cc c455","DSM 51122",0,"Corallococcus coralloides",1
8749,"Cc c473","DSM 51139",0,"Corallococcus coralloides",1
8750,"Cc c475","DSM 51140",0,"Corallococcus coralloides",1
8751,"Cc c476","DSM 51141",0,"Corallococcus coralloides",1
8752,"Cc c477","DSM 51142",0,"Corallococcus coralloides",1
8753,"Cc c478","DSM 51143",0,"Corallococcus coralloides",1
8754,"Cc c479","DSM 51144",0,"Corallococcus coralloides",1
8755,"Cc c480","DSM 51145",0,"Corallococcus coralloides",1
8756,"Cc c481","DSM 51146",0,"Corallococcus coralloides",1
8757,"Cc c482","DSM 51147",0,"Corallococcus coralloides",1
8758,"Cc c483","DSM 51148",0,"Corallococcus coralloides",1
8759,"Cc c484","DSM 51149",0,"Corallococcus coralloides",1
8760,"Cc c485","DSM 51150",0,"Corallococcus coralloides",1
8761,"Cc c486","DSM 51151",0,"Corallococcus coralloides",1
8762,"Cc c487","DSM 51152",0,"Corallococcus coralloides",1
8763,"Cc c488","DSM 51153",0,"Corallococcus coralloides",1
8764,"Cc c489","DSM 51154",0,"Corallococcus coralloides",1
8765,"Cc c490","DSM 51155",0,"Corallococcus coralloides",1
8766,"Cc c491","DSM 51156",0,"Corallococcus coralloides",1
8767,"Cc c492","DSM 51157",0,"Corallococcus coralloides",1
8768,"Cc c493","DSM 51158",0,"Corallococcus coralloides",1
8769,"Cc c494","DSM 51159",0,"Corallococcus coralloides",1
8770,"Cc c495","DSM 51160",0,"Corallococcus coralloides",1
8771,"Cc c496","DSM 51161",0,"Corallococcus coralloides",1
8772,"Cc c497","DSM 51162",0,"Corallococcus coralloides",1
8773,"Cc c498","DSM 51163",0,"Corallococcus coralloides",1
8774,"Cc c499","DSM 51164",0,"Corallococcus coralloides",1
8775,"Cc c500","DSM 51165",0,"Corallococcus coralloides",1
8776,"Cc c501","DSM 51166",0,"Corallococcus coralloides",1
8777,"Cc c502","DSM 51167",0,"Corallococcus coralloides",1
8778,"Cc c503","DSM 51168",0,"Corallococcus coralloides",1
8779,"Cc c504","DSM 51169",0,"Corallococcus coralloides",1
8780,"Cc c505","DSM 51170",0,"Corallococcus coralloides",1
8781,"Cc c506","DSM 51171",0,"Corallococcus coralloides",1
8782,"Cc c507","DSM 51172",0,"Corallococcus coralloides",1
8783,"Cc c508","DSM 51173",0,"Corallococcus coralloides",1
8784,"Cc c509","DSM 51174",0,"Corallococcus coralloides",1
8785,"Cc c510","DSM 51175",0,"Corallococcus coralloides",1
8786,"Cc c511","DSM 51176",0,"Corallococcus coralloides",1
