"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Multicellular complex forming ability"
,,,,,1
15040,MA-833,"DSM 40526, ATCC 27419, CBS 730.72, IFO 13429, ISP 5526, NBRC 13429, NRRL 3077, RIA 1390, CCUG 54639, NCIMB 11996, JCM 4726, BCRC 13384, CGMCC 4.1583, IMET 43538, KCTC 9757, MTCC 1808, PCM 2342, VKM Ac-1074",1,"Streptomyces avidinii",0
,,,,,1
15044,,"DSM 40598, ATCC 15855, CBS 788.72, IFO 13487, INMI 445, ISP 5598, NBRC 13487, RIA 1448, RIA 336, JCM 4727, BCRC 15181, CGMCC 4.1584, KCTC 9018, LMG 8585, NRRL B-3038, VKM Ac-58",1,"Streptomyces bacillaris",0
,,,,,1
15046,1203/53,"DSM 40139, ATCC 19729, ATCC 19888, CBS 468.68, IFO 12745, ISP 5139, NBRC 12745, RIA 1010, JCM 4350, BCRC 13759, CGMCC 4.1406, HAMBI 1008, IMET 43089, INA 1203/53, LMG 19353, NBIMCC 3320, NCIMB 13011, NRRL B-2567, VKM Ac-735",1,"Streptomyces badius",1
15049,,"DSM 40581, ATCC 11062, ETH 14303, IMRU 3514, ISP 5581, JCM 4011, NRRL B-1049, BCRC 15171, CBS 412.54, CGMCC 4.0569, HUT 6084, IFM 1057, IFO 14598, IMET 41362, KCTC 9172, MTCC 1539, NBIMCC 1504, NBRC 14598, NRRL B-2690, NRRL ISP-5581, RIA 471, RIA 74, VKM Ac-999, VTT E-82155",1,"Streptomyces bikiniensis",0
,,,,,1
15053,,"DSM 40564, ATCC 27420, CBS 761.72, IFO 13460, ISP 5564, NBRC 13460, NRRL 2876, RIA 1421, UC 12898, JCM 4729, BCRC 15180, CBS 239.69, CGMCC 4.1463, LMG 5969, NCIMB 9754",1,"Streptomyces bluensis",0
,,,,,1
166390,YC537,"KCTC 39750, DSM 102303",1,"Streptomyces boluensis",1
15057,"CCIB 71 (IMUR 2572)","DSM 43159, ATCC 23727, CUB 126, IFO 12596, JCM 3086, KCC A-0086, NBRC 12596, RIA 911, BCRC 16849, CBS 520.68, CGMCC 4.1486, IFM 1210, KCTC 9071, KCTC 9195, NBRC 101283, NRRL B-3327, VKM Ac-1310, VKM Ac-656",1,"Streptomyces brasiliensis",0
,,,,,1
132652,NEAU-HZ10,"DSM 42138, CGMCC 4.7151",1,"Streptomyces bryophytorum",0
,,,,,1
164750,AC541,"JCM 34263, ATCC TSD201",1,"Streptomyces buecherae",1
16358,MS16-10G,"DSM 41781, AS 4.1653, FERM 8432, IFO 15711, JCM 9925, NBRC 15711, BCRC 16850, CGMCC 4.1653, NRRL B-24305",1,"Streptomyces bungoensis",0
,,,,,1
164410,ZFG47,"JCM 32897, CICC 11050",1,"Streptomyces cadmiisoli",1
16477,GIMN4.002,"DSM 42045, CCTCC M 208213, NRRL B-24802",1,"Streptomyces caeruleatus",0
,,,,,1
159693,13K301,"DSM 106873, KCTC 49110",1,"Streptomyces cahuitamycinicus",0
,,,,,1
15063,T-3018,"DSM 40010, ATCC 13382, ATCC 23890, CBS 676.68, IFO 13200, ISP 5010, JCM 4326, JCM 4628, NBRC 13200, RIA 1103, BCRC 11859, CBS 350.62, CECT 3271, CGMCC 4.1691, IFM 1093, NCIMB 12240, NRRL B-2399, VKM Ac-1185",1,"Streptomyces calvus",0
132985,,"DSM 104041, CCTCC AA 2015006, KCTC 39568, TRM 46794-61",1,"Streptomyces canalis",1
16352,D13P3,"DSM 41769, NCIMB 13684, JCM 11444, NBRC 100775",1,"Streptomyces cangkringensis",0
,,,,,1
16188,,"DSM 41453, ATCC 43699, INMI 377, JCM 6914, VKM Ac-68, BCRC 16851, CGMCC 4.1588, IFO 15389, NBRC 15389, NRRL B-16358",1,"Streptomyces caniferus",0
,,,,,1
16334,"MS 1486","DSM 41695, IFO 14222, JCM 5075, KCC S-1075, NBRC 14222, NCIMB 12832, NRRL 12279, BCRC 16852, CGMCC 4.1945, KCTC 1719",1,"Streptomyces capillispiralis",0
,,,,,1
158362,1H-SSA4,"DSM 104537, CGMCC 4.7403",1,"Streptomyces capitiformicae",1
15069,,"DSM 40494, ATCC 19006, CBS 712.72, IFO 13411, ISP 5494, JCM 4253, JCM 4734, NBRC 13411, RIA 1372, BCRC 11860, CGMCC 4.1696, NRRL B-3632",1,"Streptomyces capoamus",0
,,,,,1
16202,,"DSM 41468, ATCC 43678, INA 8851, JCM 6915, BCRC 16853, CGMCC 4.1621, IFO 15390, NBRC 15390, NRRL B-16359, VKM Ac-1211",1,"Streptomyces carpaticus",0
,,,,,1
16301,"70-6-2, M 619","DSM 43835, ATCC 27116, IFO 14214, IMET 43558, JCM 3301, KCC A-0301, NBRC 14214, NRRL B-16921, RIA 982, VKM Ac-1300, VKM Ac-657, BCRC 16854, CGMCC 4.1947, KCTC 9128",1,"Streptomyces carpinensis",1
15570,BJ-608,"DSM 40830, ATCC 15191, CBS 309.55, IMRU 3559, JCM 4978, BCRC 11879, IFO 15875, INA R-43, NBRC 15875, NRRL B-24289, RIA 851, VKM Ac-832",1,"Streptomyces castelarensis",0
,,,,,1
14991,,"DSM 40284, ATCC 23880, CBS 660.68, IFO 12839, ISP 5284, JCM 4228, NBRC 12839, NRRL 2421, RIA 1198, BCRC 15131, CGMCC 4.1591, JCM 4621, KCCM 40184, KCTC 9694, KCTC 9775, NBIMCC 1034, VKM Ac-1824",0,"Streptomyces castelarensis",1
16195,,"DSM 41461, ATCC 43693, INMI 97, VKM Ac-315, JCM 9094, NBRC 100767, NRRL B-24330, VTT E-072716",0,"Streptomyces castelarensis",0
,,,,,1
159626,,"DSM 104115, KCTC 39850, SYSU K10008",1,"Streptomyces cavernae",0
15073,E-150,"DSM 40189, ATCC 23894, CBS 680.68, IFO 12849, ISP 5189, NBRC 12849, RIA 1143, JCM 4183, CGMCC 4.1637, IMET 41374, JCM 4631, NCIMB 9830, VKM Ac-1222",1,"Streptomyces cellostaticus",0
,,,,,1
15074,,"DSM 40839, ATCC 29806, CECT 7364, ETH 24125, IFO 13780, KCC S-0126, NBRC 13780, NIHJ 198, NRRL B-2493, JCM 4126, CECT 3242, CGMCC 4.1659, KCTC 9702, NBRC 100597, RIA 779, VKM Ac-1819, VTT E-86258",1,"Streptomyces celluloflavus",0
,,,,,1
15075,,"DSM 40362, ATCC 25439, CBS 122.18, CBS 670.69, IFO 13027, ISP 5362, NBRC 13027, RIA 1219, JCM 4462, BCRC 12087, CGMCC 4.1411, KCTC 9703, LMG 19315, NRRL B-2889, VKM Ac-829",1,"Streptomyces cellulosae",1
15080,,"DSM 41447, NRRL 3882",0,"Streptomyces chartreusis",0
,,,,,1
15087,,"DSM 40002, ATCC 13358, ATCC 19739, CBS 477.68, IFO 12754, ISP 5002, JCM 4299, JCM 4571, NBRC 12754, RIA 1019, BCRC 13655, CECT 3321, CGMCC 4.1415, KCTC 1087, LMG 19339, NCIMB 9809, NRRL B-2255, NRRL ISP-5002, VKM Ac-1775",1,"Streptomyces chattanoogensis",0
,,,,,1
23316,TA4-1,"DSM 42092, JCM 16577, TISTR 1981",1,"Streptomyces chiangmaiensis",0
140641,RC1832,"JCM 30611, KCTC 29696), KCTC 29696",1,"Streptomyces chitinivorans",1
23318,BK125,"DSM 42079, CGMCC 4.5798, KACC 20902, JCM 19672",1,"Streptomyces chlorus",0
,,,,,1
15088,BE-508,"DSM 40545, ATCC 14947, CBS 745.72, DSM 40820, IFO 13444, IMRU 3835, ISP 5545, NBRC 13444, NCIB 8995, RIA 1405, JCM 4735, KCC S-0735, BCRC 12173, CGMCC 4.1657, MTCC 6922, NCAIM B.01478, NCIMB 10999, NCIMB 8995, NRRL B-3293, NRRL B-3310, NRRL B-3672",1,"Streptomyces chrestomyceticus",0
,,,,,1
15090,13638/58,"DSM 40273, ATCC 23896, CBS 682.68, IFO 12851, ISP 5273, NBRC 12851, RIA 1191, JCM 4354, BCRC 15125, CGMCC 4.1451, INA 13638/58, KCTC 19069, LMG 19317, NRRL B-12175, VKM Ac-974",1,"Streptomyces chromofuscus",1
15091,,"DSM 40420, ATCC 19829, CBS 678.72, IFO 13377, INMI 1007 B, ISP 5420, NBRC 13377, RIA 1338, JCM 4737, BCRC 16236, CGMCC 4.1694, NCIMB 10041, NRRL B-12347, VKM Ac-200",1,"Streptomyces chryseus",0
,,,,,1
16302,,"DSM 41470, ATCC 43680, INA 1719, JCM 6917, BCRC 16855, CGMCC 4.1630, IFO 15397, NBRC 15397, VKM Ac-1215",1,"Streptomyces cinereospinus",0
,,,,,1
15094,3855,"DSM 43033, ATCC 15840, CBS 356.67, CUB 301, IFO 12247, IMET 43557, IMRU 3855, JCM 3040, KCC A-0040, NBRC 12247, NCIB 9586, NRRL B-2909, VKM Ac-812, BCRC 11616, CGMCC 4.1672, IFM 1137, IFM 1237, KCTC 9066, KCTC 9194, NBIMCC 1639, NCIMB 9586, RIA 809",1,"Streptomyces cinereus",1
16312,,"DSM 41651, ATCC 33339, IFO 13822, JCM 3385, NBRC 13822, NRRL B-16928, CGMCC 4.1620",1,"Streptomyces cinerochromogenes",0
,,,,,1
158386,JS360,"DSM 101724, NCCB 100590",1,"Streptomyces cinnabarigriseus",1
15096,,"DSM 40467, ATCC 23617, CBS 671.69, IFO 13028, INA 1242, ISP 5467, NBRC 13028, RIA 1220, JCM 4463, ATCC 25440, BCRC 15162, CGMCC 4.1590, NRRL B-12382, PCM 2311, VKM Ac-1904",1,"Streptomyces cinnabarinus",0
,,,,,1
15098,Ah-304,"DSM 40803, ATCC 12308, CBS 411.63, IFO 3414, NBRC 3414, NRRL B-1588, JCM 4019, CECT 3198, CGMCC 4.1619, HUT 6050, IFO 15873, KCTC 9708, NBIMCC 67, NBRC 15873, NCIMB 12604, RIA 518, VKM Ac-1912",1,"Streptomyces virginiae",0
,,,,,1
15099,12.090,"DSM 40479, ATCC 14699, CBS 699.72, IFO 13398, ISP 5479, JCM 4738, NBRC 13398, RIA 1359, BCRC 16208, CGMCC 4.1679, KCTC 9709, NRRL B-3250, VKM Ac-620, VTT E-052935",1,"Streptomyces cirratus",0
,,,,,1
15100,,"DSM 40843, CBS 101.27, NRRL B-2557, JCM 5059, CGMCC 4.1604, IFO 15398, NBRC 15398",1,"Streptomyces clavifer",0
16479,AS-0823,"DSM 41983, IFM 11055, JCM 17138",1,"Streptomyces coacervatus",0
,,,,,1
16490,"BK 168","DSM 42063, KACC 20908, NCIMB 14704",1,"Streptomyces cocklensis",0
15103,,"DSM 40421, ATCC 19830, CBS 679.72, IFO 13378, INMI 20-41, ISP 5421, NBRC 13378, RIA 1339, JCM 4739, BCRC 16237, CGMCC 4.1594, KCTC 19065, NCIMB 10042, NRRL B-12348, VKM Ac-98, VTT E-073027",1,"Streptomyces violaceoruber",0
,,,,,1
16204,,"DSM 41471, INA 9630, JCM 6918, BCRC 16856, CGMCC 4.1596, IFO 15399, NBRC 15399, NRRL B-16363, VKM Ac-1221",1,"Streptomyces coelicoflavus",0
,,,,,1
16205,,"DSM 41472, ATCC 43681, INA 1655, JCM 6919, BCRC 16857, CGMCC 4.1648, IFO 15400, NBRC 15400, NRRL B-16364, VKM Ac-1208",1,"Streptomyces coeruleoprunus",0
,,,,,1
15107,4562,"DSM 40146, ATCC 19742, ATCC 19896, CBS 481.68, IFO 12758, ISP 5146, NBRC 12758, RIA 1023",1,"Streptomyces coerulescens",0
,,,,,1
15108,"Ist 301","DSM 40129, ATCC 19743, CBS 482.68, DSM 2012, ETH 24318, IFO 12759, ISP 5129, JCM 4361, RIA 1024, BCRC 11465, CGMCC 4.1623, KCTC 9713, NBRC 12759, NRRL B-5412, VKM Ac-710",1,"Streptomyces collinus",0
,,,,,1
15112,,"DSM 40340, ATCC 25444, CBS 677.69, IFO 13032, ISP 5340, JCM 4286, KCC S-0286, NBRC 13032, NCIB 9476, RIA 1224, BCRC 11821, CGMCC 4.1592, JCM 4467, KCTC 9715, LMG 20488, NCIMB 9476, NCIMB 9979, NRRL B-12289, VKM Ac-1906",1,"Streptomyces corchorusii",0
,,,,,1
157890,A7024,"DSM 42066, KCTC 29102, NRRL B-24888",1,"Streptomyces coryli",0
,,,,,1
16376,CR-43,"DSM 41827, ATCC 55274, JCM 11306, NCIMB 13455, NRRL B-16897, BCRC 16858, NBRC 100773",1,"Streptomyces murinus",0
,,,,,1
15114,,"DSM 40107, ATCC 13385, CBS 484.68, IFO 12761, ISP 5107, JCM 4219, NBRC 12761, RIA 1026, SC 3064, ATCC 19745, BCRC 13766, CCT 4642, CCT 4643, CGMCC 4.1680, JCM 4573, LMG 8588, NRRL B-2901, RIA 849, VKM Ac-621",1,"Streptomyces curacoi",0
15115,,"DSM 40148, ATCC 19746, ATCC 23619, CBS 485.68, ETH 24190, IFO 13190, INA 99/54, ISP 5148, NBRC 13190, RIA 1027, JCM 4364, BCRC 11467, CGMCC 4.1612, IMET 41583, KCCM 40517, NCIMB 13021, NRRL B-2570, VKM Ac-752, VTT E-072752",1,"Streptomyces cyaneofuscatus",0
,,,,,1
163941,Z022,"JCM 31053, CGMCC 4.7273",1,"Streptomyces dangxiongensis",1
158385,,"DSM 101723, JCM 4913",1,"Streptomyces davaonensis",1
16179,,"DSM 41427, AS 4.1861, IFO 13977, JCM 4550, KCC S-0550, NBRC 13977, NCIB 9752, NRRL 2666, CGMCC 4.1861, CGMCC 4.1915, CIP 106836, NCIMB 10502, NCIMB 9752, NRRL ISP-5087",1,"Streptomyces decoyicus",0
,,,,,1
16442,"RGB A-777","DSM 41600, NRRL B-1478",1,"Streptomyces demainii",1
159788,XZHG99,"CGMCC 4.7472, KCTC 49090",1,"Streptomyces dengpaensis",1
159662,LHW51701,"DSM 106126, CCTCC AA 2018017",1,"Streptomyces diacarni",0
,,,,,1
15123,,"DSM 40496, ATCC 3315, CBS 713.72, IFO 13412, IFO 3714, ISP 5496, JCM 4128, JCM 4745, NBRC 13412, NBRC 3714, NRRL B-1270, RIA 1373, BCRC 15168, CBS 126.20, CCM 3167, CCUG 11116, CGMCC 4.1420, IMET 40274, LMG 19322, MTCC 1394, NRRL B-1241, RIA 104, VKM Ac-723",1,"Streptomyces diastaticus subsp. diastaticus",0
,,,,,1
15125,"Ogata 207","DSM 40449, ATCC 12309, CBS 370.58, CBS 690.72, ETH 31546, IFO 13389, IFO 3337, ISP 5449, JCM 4119, JCM 4746, KCC S-0119, KCC S-0746, NBRC 13389, NBRC 3337, NRRL B-1698, PSA 218, RIA 1350, VKM Ac-1760, BCRC 13668, CFBP 4540, CGMCC 4.1606, CIP 105123, KACC 20133, VTT E-042624",1,"Streptomyces diastatochromogenes",1
15128,"FH 1279","DSM 40743, ATCC 13441, JCM 4957, CGMCC 4.1674, IFO 15409, KCTC 9722, NBRC 15409, NRRL B-12103",1,"Streptomyces djakartensis",0
,,,,,1
16403,M7a,"DSM 41857, CCT 5476, CIP 107837, NBRC 101007, NRRL B-24297, CBMAI 498, JCM 13580, CBMAI 0498",1,"Streptomyces drozdowiczii",1
16406,"MS 405","DSM 41863, CIP 108995, JCM 16011",1,"Streptomyces durmitorensis",0
,,,,,1
159143,,"DSM 42110, RV 15, LMG 27702",0,"Streptomyces dysideae",0
,,,,,1
16335,,"DSM 41696, IFO 14238, JCM 5016, KCC S-0516, NBRC 14238, NCIMB 12831, NRRL 8144, BCRC 16859, CGMCC 4.1707, KCTC 9725, KCTC 9776",1,"Streptomyces echinoruber",0
,,,,,1
16503,,"DSM 41984, CCTCC AA 209036, YIM 65594",1,"Streptomyces endophyticus",0
,,,,,1
16190,,"DSM 41454, ATCC 43682, INMI 40-31, VKM Ac-130, JCM 9088, CGMCC 4.1586, NBRC 100763, NRRL B-16365",1,"Streptomyces rochei",0
,,,,,1
16158,549-A1,"DSM 40604, ATCC 27428, CBS 792.72, IFO 13491, ISP 5604, JCM 4029, NBRC 13491, NIHJ 267, NRRL B-1676, RIA 1452, RIA 733, BCRC 12424, CECT 3259, CGMCC 4.1086, CIP 108155, IMET 43412, JCM 4749, KCTC 9884, MTCC 2531, NCB 264, VKM Ac-903",1,"Streptomyces eurocidicus",1
15135,,"DSM 40014, ATCC 14975, ATCC 19749, CBS 488.68, IFO 12764, ISP 5014, NBRC 12764, NRRL 2539, RIA 1030, JCM 4206, BCRC 13650, CGMCC 4.1697, IMET 43078, JCM 4575, KCTC 9731, VKM Ac-1729",1,"Streptomyces eurythermus",1
16385,SF0p68,"DSM 41836, CGMCC 4.1985, NCIMB 13954, JCM 14344, VTT E-072715",1,"Streptomyces ferralitis",0
,,,,,1
130726,HV38,"DSM 42152, CCTCC AA 2014009",0,"Streptomyces ferrugineus",0
,,,,,1
15139,1-C-9,"DSM 40022, ATCC 19753, CBS 492.68, IFO 12767, ISP 5022, NBRC 12767, RIA 1034, JCM 4122, BCRC 13644, CGMCC 4.1656, HAMBI 1010, IFM 1180, IMET 43562, JCM 4576, NCIMB 13018, NRRL B-2114, VKM Ac-1266",1,"Streptomyces filamentosus",1
159104,,"DSM 40122, CBS 941.68, ATCC 23958, IAUR 4192, IFO 12910, ISP 5122, JCM 4412, RIA 1125, NBRC 12910, BCRC 13771, CGMCC 4.1790, CGMCC 4.1871, CGMCC 4.2073, KCTC 9568, NCIMB 13008, NRRL B-5411",0,"Streptomyces filamentosus",0
,,,,,1
15142,,"DSM 40942, ATCC 15051, CBS 453.65, NRRL B-3175, JCM 5080, CGMCC 4.1598, IFO 15411, KCTC 19940, MTCC 1768, NBRC 15411, NCIMB 13039, VKM Ac-761",1,"Streptomyces fimbriatus",0
,,,,,1
15154,"Actinomyces 168","DSM 40061, ATCC 19754, ATCC 25460, ATCC 3319, CBS 493.68, CBS 693.69, DSM 40328, ETH 12399, IAM 0117, IFO 12768, IMET 40233, IMRU 3319, ISP 5061, ISP 5328, JCM 4032, JCM 4577, KCC S-0032, KCC S-0577, NBRC 12768, NRRL B-1334, NRRL B-2688, RIA 1035, BCRC 12489, CBS 128.20, CCM 3171, CECT 3181, CGMCC 4.1432, HAMBI 893, ICMP 392, IFO 3408, IFO 3715, KCTC 9022, LMG 19328, NBRC 3408, NBRC 3715, RIA 485, VKM Ac-965",1,"Streptomyces flaveolus",0
,,,,,1
15161,"Medipex SA-IX-3","DSM 40366, ATCC 27430, CBS 411.59, CBS 672.72, IFO 13371, ISP 5366, JCM 4753, NBRC 13371, RIA 1332, BCRC 15154, LMG 8598, NRRL B-12307, VKM Ac-1179",1,"Streptomyces flavofungini",0
,,,,,1
16210,,"DSM 41479, ATCC 43684, DSM 41503, DSM 41688, INMI 702, NRRL B-16367, VKM Ac-141, JCM 9089, CGMCC 4.1942, NBRC 100764",1,"Streptomyces flavovariabilis",0
,,,,,1
15163,,"DSM 40062, ATCC 19758, ATCC 3320, CBS 129.20, CBS 496.68, IFO 12771, IFO 3412, IMRU 3320, ISP 5062, JCM 4035, JCM 4578, KCC S-0035, NBRC 12771, NBRC 3412, NRRL B-1329, NRRL B-2685, RIA 1038, RIA 635, BCRC 13689, CBS 189.75, CBS 279.30, CCM 3243, CGMCC 4.0575, HAMBI 1007, HUT 6019, HUT 6053, ICMP 479, IFO 3197, IFO 3716, IMET 40280, LMG 20516, NBRC 3197, NBRC 3716, VKM Ac-1723, VTT E-052937, VTT E-82159",1,"Streptomyces flavovirens",1
15165,Heim,"DSM 40323, ATCC 25452, CBS 101.34, IFO 13040, ISP 5323, NBRC 13040, RIA 1232, JCM 4475, BCRC 13440, CBS 685.69, CECT 3327, CGMCC 4.1834, CGMCC 4.2112, IMET 43576, KCTC 9778, MTCC 4728, NBIMCC 1153, NRRL B-1671, VKM Ac-1325, VTT E-02158",0,"Streptomyces flavovirens",1
15168,,"DSM 40153, ATCC 19759, ATCC 19903, CBS 497.68, IFO 12772, INA 2314/53, ISP 5153, NBRC 12772, RIA 1039, JCM 4372, BCRC 11474, CGMCC 4.1960, IMET 42058, NRRL ISP-5153, VKM Ac-754",1,"Streptomyces pilosus",0
,,,,,1
131026,1H-GS9,"DSM 100524, CGMCC 4.7277",1,"Streptomyces formicae",0
,,,,,1
130728,MV32,"DSM 42163, NRRL B-59159",1,"Streptomyces fractus",0
15178,BL-619,"DSM 40809, ATCC 14443",0,"Streptomyces fradiae",0
,,,,,1
16304,,"DSM 41455, INMI 34-280, JCM 9090, VKM Ac-158, IFO 15897, LMG 19901, NBRC 15897, NRRL B-24329, VTT E-072709",1,"Streptomyces fulvorobeus",0
,,,,,1
15208,,"DSM 40154, ATCC 19904, ATCC 25454, CBS 260.66, CBS 687.69, IFO 13042, INA 10256/54, ISP 5154, JCM 4477, KCC S-0477, NBRC 13042, VKM Ac-1845, BCRC 12058, CGMCC 4.1732, NRRL B-3898, NRRL B-5420, RIA 1234",1,"Streptomyces fumanus",0
,,,,,1
15209,145,"DSM 43154, ATCC 19345, JCM 3101, KCC A-0101, RIA 884, BCRC 12344, CBS 639.66, CGMCC 4.1909, CMI 117720, IFO 12999, NBRC 12999, NCIMB 11004, NRRL B-3856",1,"Streptomyces fumigatiscleroticus",0
,,,,,1
158796,JBL-20,"KACC 18269, NBRC 110629",1,"Streptomyces fuscigenes",1
15210,"Tü 2253","DSM 3412",0,"Streptomyces galbus",0
,,,,,1
15215,,"DSM 40935, IFM 1024, JCM 4171, KCC S-0171, NRRL B-1872, CGMCC 4.1971, IFO 15412, KCTC 19062, NBRC 15412, NCIMB 12858",1,"Streptomyces gancidicus",0
,,,,,1
159717,A301,"CGMCC 4.7422, JCM 32177",1,"Streptomyces geranii",1
15219,"FH 1278","DSM 40742, ATCC 15303, CBS 546.70, JCM 4962, CECT 3209, CGMCC 4.1966, IFO 15413, NBRC 15413, NRRL B-12102, VKM Ac-844",1,"Streptomyces rochei",0
,,,,,1
130717,,"DSM 42173, MCCC 1K00504, MUSC 26",1,"Mangrovactinospora gilvigrisea",0
,,,,,1
15222,,"DSM 40155, ATCC 19761, ATCC 23622, CBS 499.68, DSM 41504, ETH 24204, ETH A3080, IFO 12774, INA 8731, ISP 5155, JCM 4377, KCC S-0377, NBRC 12774, NCIB 9619, NCIB 9844, RIA 1041, BCRC 11478, CBS 261.66, CECT 3133, CGMCC 4.1408, IMET 43584, KCTC 9881, LMG 19330, MTCC 276, NBIMCC 1638, NCIMB 9619, NCIMB 9844, NRRL B-2706, VKM Ac-617",1,"Streptomyces glaucescens",0
,,,,,1
16330,,"DSM 41689, ATCC 25183, IFO 15416, INA G-72, INMI 2979, JCM 6921, NBRC 15416, VKM Ac-1763, CGMCC 4.1943, NBRC 103021, NRRL B-24300",1,"Streptomyces glaucosporus",1
16175,,"DSM 41456, ATCC 43685, INA G-86, INMI 2965, JCM 6922, VKM Ac-803, CGMCC 4.1939, IFO 15417, NBRC 15417, NRRL B-16368",1,"Streptomyces glaucus",1
15235,,"DSM 40199, ATCC 15864, ATCC 23913, CBS 834.68, IFO 12867, INMI 2302, ISP 5199, KCTC 9026, NBRC 12867, NRRL B-2872, RIA 1151, RIA 335, JCM 4378, BCRC 11479, CCUG 11107, NCAIM B.01476, NCIMB 9796, VKM Ac-179",1,"Streptomyces globisporus subsp. globisporus",0
,,,,,1
15249,BJ-333,"DSM 40815, ATCC 14979, IMRU 3736, JCM 13859, NRRL B-2292, CGMCC 4.1969, LMG 19896, NCIMB 12861",1,"Streptomyces globosus",0
,,,,,1
16191,,"DSM 41457, INA 3980, VKM Ac-834, JCM 9091, CGMCC 4.1940, IFO 15898, NBRC 15898",1,"Streptomyces glomeratus",0
,,,,,1
15253,,"DSM 41782, ATCC 15866, IFO 15418, INMI 1464, JCM 4677, KCC S-0677, NBRC 15418, NRRL B-3375, RIA 683",1,"Streptomyces aurantiacus",0
16500,,"DSM 42021, CCTCC AA 2010005, YIM M 10366",1,"Streptomyces glycovorans",0
,,,,,1
16336,"MS 1480","DSM 41701, CBS 123.60, IFO 15419, JCM 5062, KCC S-1062, NBRC 15419, NRRL B-2596, CGMCC 4.1908",1,"Streptomyces gobitricini",0
,,,,,1
15255,Duché,"DSM 40324, AS 4.1854, ATCC 10975, ATCC 25455, CBS 422.34, CBS 688.69, ETH 10213, IFO 13043, IFO 3198, IMRU 3590, ISP 5324, JCM 4136, JCM 4478, KCC S-0136, KCC S-0478, NBRC 13043, NBRC 3198, PSA 224, BCRC 12105, CGMCC 4.1854, CGMCC 4.1885, CGMCC 4.2081, IMET 40289, NRRL B-1344, NRRL B-1903, RIA 1235, VKM Ac-713",1,"Streptomyces diastaticus",1
16206,,"DSM 41474, INA 13982, JCM 6923, CGMCC 4.1941, IFO 15420, NBRC 15420, NRRL B-16369, VKM Ac-1847",1,"Streptomyces graminearus",0
,,,,,1
15256,,"DSM 40430, ATCC 19840, CBS 682.72, IFO 13381, INMI AK-5, ISP 5430, KCC S-0763, NBRC 13381, RIA 1342, JCM 4763, BCRC 16244, IFO 15440, NBRC 15440, VKM Ac-1728",1,"Streptomyces griseoaurantiacus",0
,,,,,1
15257,,"DSM 40004, AS 4.1368, ATCC 12628, ATCC 19763, CBS 501.68, CCM 3228, DSM 41062, ETH 28588, IFO 12776, IFO 3387, ISP 5004, JCM 4095, JCM 4580, KCC S-0095, LMG 5973, NBRC 12776, NBRC 3387, NRRL B-1068, NRRL B-1350, RIA 1043, RIA 132, VKM Ac-881, BCRC 13304, CCUG 11123, CECT 3250, CGMCC 4.1088, CIP 108156, LMG 19383, LMG 8601, MTCC 328, NCIMB 9623, PCM 2326, PCM 2345",1,"Streptomyces griseocarneus",0
,,,,,1
15261,,"DSM 40499, ATCC 14511, CBS 714.72, IFO 13413, ISP 5499, JCM 4039, JCM 4764, NBRC 13413, RIA 1374, BCRC 11818, CGMCC 4.1964, IFM 1229, KCTC 9027, NRRL B-12423",1,"Streptomyces griseochromogenes",0
,,,,,1
15267,,"DSM 40274, ATCC 23623, ATCC 23917, CBS 838.68, IFO 12871, INA 9673/55, ISP 5274, NBRC 12871, RIA 1192, CCUG 11340, NCTC 9033, JCM 4381, BCRC 11481, CGMCC 4.1409, KCTC 19071, LMG 19316, NCIMB 9825, NRRL B-5313, VTT E-022184",1,"Streptomyces griseoincarnatus",0
,,,,,1
15272,,"DSM 40392, ATCC 12768, CBS 676.72, CCM 3242, DSM 41141, ETH 24459, IFO 13375, IMRU 3729, ISP 5392, JCM 4041, JCM 4765, KCC S-0041, NBRC 13375, NRRL B-1315, PSA 207, RIA 1336, NIHJ 22, BCRC 16229, CBS 112.66, CGMCC 4.1440, HUT 6058, IFM 1055, LMG 19356, VKM Ac-976",1,"Streptomyces griseoluteus",0
,,,,,1
15273,13984,"DSM 40159, ATCC 19765, ATCC 23625, CBS 503.68, IFO 12778, INA 13984, ISP 5159, NBRC 12778, RIA 1045, JCM 4382, BCRC 13763, NCIMB 9845, NRRL B-5421",1,"Streptomyces griseomycini",0
,,,,,1
15275,,"DSM 40160, ATCC 19767, ATCC 19909, CBS 505.68, ETH 24199, IFO 12780, INA 6124/54, ISP 5160, NBRC 12780, RIA 1047, JCM 4383, BCRC 12104, NCIMB 9846, NRRL B-3982, VKM Ac-1894",1,"Streptomyces althioticus",0
,,,,,1
15279,,"DSM 40469, ATCC 23627, ATCC 25459, CBS 692.69, IFO 13047, INA 7712, ISP 5469, NBRC 13047, RIA 1239, JCM 4481, BCRC 12124, CGMCC 4.1766, NRRL B-12384, VKM Ac-1203",1,"Streptomyces griseorubiginosus",0
,,,,,1
15280,B-793,"DSM 40562, ATCC 27435, CBS 137.72, CBS 759.72, IFO 13458, ISP 5562, JCM 4766, NBRC 13458, RIA 1419, BCRC 15195, HAMBI 1009, IMET 43543, NRRL B-12498, VKM Ac-1731",1,"Streptomyces griseosporeus",0
,,,,,1
